outcome	predictor	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note
binary_delivery	041.11	NA	0.7309253573544723	0.8187652070387843	2.077001687481138	0.372008915548261	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	041.12	NA	1.3191286682270666	0.6290144162052755	3.740161035901162	0.035981553234048266	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	041.2	NA	1.142253101013266	0.5882593134060368	3.1338212325857113	0.05216725325633654	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	041.21	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	041.4	NA	1.0616406092633952	0.42316328620210586	2.8911102828520012	0.012113511794638413	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	041.8	NA	12.325121906463869	196.96768879325512	225285.0811377766	0.9501054680136781	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	041.9	NA	0.364696714841203	0.9167309376407348	1.4400771878734078	0.6907606113569911	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	053	NA	1.4195896737107072	1.2273656931747507	4.135423219203807	0.24742965694942015	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	053.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	054	NA	0.5218988697765778	0.3439916645224008	1.6852246355355425	0.12922007318593048	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	070	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	070.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	070.2	NA	-0.14294451580675444	0.5281097969302879	0.866802161379918	0.7866433418130045	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	070.3	NA	2.695884274004095	1.0711009054680338	14.818616678862462	0.011838288843428193	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	070.4	NA	1.6184675983755106	1.2259161668318377	5.045352882696309	0.18676469203832927	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	070.9	NA	0.22065873235801586	1.2257207376658055	1.2468978320637536	0.8571339942721161	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	071	NA	0.5511609247234651	0.2547770025167215	1.735266362592569	0.030517559447936604	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	071.1	NA	0.28758006846317175	0.21004234056990806	1.3331973349514943	0.17095150207128912	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	078	NA	0.6680116918238312	0.43015965489981917	1.9503555549452132	0.12043771535074867	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	079	NA	0.3731289418568314	0.2995562205180022	1.4522715863555267	0.21290918115362376	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	079.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	079.2	NA	-10.765437559080015	196.96768193900346	2.1116885875385695e-5	0.9564126373619737	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	079.9	NA	-10.579080405183287	196.9676831484733	2.544273276678913e-5	0.9571664333065175	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	080	NA	0.17541230343861214	0.7084740188977139	1.1917374727900476	0.8044503150237398	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	081	NA	0.5275830406860303	0.7652420597826132	1.6948310166758516	0.4905508951923211	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	081.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	081.11	NA	12.263482397057984	196.9676919820975	211817.93702311593	0.9503546746708957	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	081.12	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	090	NA	12.380716228345939	138.50292261327849	238164.34232900589	0.9287723149070357	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	090.2	NA	-11.735570301122198	132.06054583461082	8.003990716330577e-6	0.9291891398704695	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	090.3	NA	0.18988885073625886	0.8692879366945455	1.2091151979241466	0.8270848740092985	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	110	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	110.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	110.11	NA	1.4532255182839273	1.225549336110267	4.276887469500869	0.235711246051355	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	110.12	NA	-11.816095909987842	187.08378335841547	7.384732165625899e-6	0.9496395896141758	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	110.13	NA	0.7959453375380111	1.4151379181495316	2.2165353807979953	0.5738089720883723	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	110.2	NA	-10.736655099540762	196.96768270487314	2.1733513246067252e-5	0.9565290571159775	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	112	NA	0.08086141487519519	0.29008180496161085	1.0842206293033692	0.7804337468390539	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	112.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	117	NA	13.34884956612856	186.686746014468	627092.6439077049	0.9429966391269223	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	117.1	NA	0.89357435919546	1.4165142790744394	2.443849253562883	0.5281541522842148	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	117.3	NA	12.330627190257555	196.96768284566224	226528.7597045214	0.9500832091225624	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	117.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	130	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	131	NA	0.2843722452611312	0.3676894770165673	1.328927525665593	0.4392837530921655	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	132	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	132.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	133	NA	-10.759015856261028	139.22152165664	2.1252928586356668e-5	0.9384009343561771	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	134	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	134.1	NA	12.441614900789025	196.96769605830977	253118.97163313886	0.9496345071075923	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	136	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	145	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	145.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	145.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	145.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.5	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.9	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	150	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	151	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	153.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	153.3	NA	-10.781947532263516	196.96768252697223	2.077110889447102e-5	0.9563458582041543	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	155	NA	-10.656810636391914	196.967681136741	2.3539972216701408e-5	0.9568520173150096	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	155.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	157	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	158	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	159	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	159.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	159.3	NA	-10.656810636391914	196.967681136741	2.3539972216701408e-5	0.9568520173150096	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	159.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	164	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	165	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	165.1	NA	-10.758227954068657	196.9676823224539	2.1269680413918387e-5	0.9564417988431935	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	170.1	NA	-10.54036776995702	196.9676833702407	2.6447001525615076e-5	0.9573230268424706	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	170.2	NA	-10.744032096653394	139.04838387812094	2.1573775099938048e-5	0.9384101092468409	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	172.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	172.11	NA	-10.842197756566346	196.96768493954443	1.955659953125375e-5	0.9561021621555458	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	172.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	172.22	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	172.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	173	NA	12.221955315722864	196.96768937419935	203201.89404342376	0.9505225689359531	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	174	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	174.1	NA	-10.799122800681078	139.233006449462	2.0417405692457097e-5	0.9381768573725671	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	174.11	NA	0.7314677831098619	0.8180353983536495	2.0781286122993072	0.3712276246781071	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	174.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	174.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	175	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	180	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	180.1	NA	0.10706189963198999	1.2258576185746928	1.1130031468322905	0.9304041809818459	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	180.3	NA	-0.22476502274662855	0.15459822479114185	0.7987038739537213	0.145983604186662	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	182	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	184	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	184.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	184.11	NA	-10.689013754436132	139.16529104651764	2.2793987693399595e-5	0.9387762517076266	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	184.2	NA	0.824732663392508	1.4157591260754885	2.2812708166012436	0.5602047463873697	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	185	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	187.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.11	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.12	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.21	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	190	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	191	NA	1.9190140328861838	1.1560434504073982	6.814236542899054	0.09691760139929219	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	191.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	191.11	NA	1.28294470925423	0.9137323204339555	3.6072463929646386	0.16029782019584435	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	193	NA	0.14097807676411764	0.8668648057252717	1.1513994053072871	0.8708098980109733	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	194	NA	12.292684729572235	196.96768482748914	218094.71711110938	0.9502366085010566	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	195	NA	-0.5402848967637283	1.118612029791535	0.582582252930295	0.6290987281968315	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	195.1	NA	-10.726579885155818	139.25459936458952	2.195358984917762e-5	0.9386008327327606	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	195.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	196	NA	12.380886846130476	196.9676825554283	238204.98086817996	0.9498800154076452	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	197	NA	0.12922922455034608	0.4649388363727831	1.1379509405644954	0.7810516079096368	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	198	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	198.1	NA	-10.694532388525266	196.9676863390882	2.2668542477382934e-5	0.9566994379544362	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	198.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	198.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	198.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	198.5	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	198.6	NA	-10.775091234035964	139.13479846288362	2.0914011141976485e-5	0.9382707054017535	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	198.7	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	199	NA	1.017266515487155	0.6066418171800482	2.765624630161284	0.09356563221493952	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	199.4	NA	-10.56985337400751	196.96768318975668	2.5678580067124766e-5	0.9572037567161444	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	200	NA	12.263482397057984	196.9676919820975	211817.93702311593	0.9503546746708957	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	200.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	201	NA	0.7462215469994699	1.417527288712496	2.109016124427113	0.5985930748590518	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	202	NA	0.7831545220850545	1.0027254655260238	2.18836463328535	0.43478728350489676	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	202.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	202.21	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	202.22	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	202.23	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	202.24	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	204	NA	-10.579080405183287	196.9676831484733	2.544273276678913e-5	0.9571664333065175	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	204.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	204.11	NA	-10.77179307212772	138.48742758348627	2.0983102811999818e-5	0.9380016718838166	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	204.12	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	204.2	NA	-10.579080405183287	196.9676831484733	2.544273276678913e-5	0.9571664333065175	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	204.21	NA	1.6123128280472447	1.228617745306164	5.014395260730735	0.18941954684239456	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	204.22	NA	1.6123128280472447	1.228617745306164	5.014395260730735	0.18941954684239456	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	204.3	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	204.4	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	208	NA	12.190849923869028	139.04332408434377	196978.5116533708	0.9301336955267467	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	209	NA	-10.758227954068657	196.9676823224539	2.1269680413918387e-5	0.9564417988431935	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	210	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	211	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	212	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	213	NA	-0.24283404382272308	1.1572216478025104	0.7844016792745151	0.8337907630007406	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	214	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	214.1	NA	-10.973415577287128	196.96769659519478	1.715166032153227e-5	0.9555714368469679	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	215	NA	-10.607104008535876	139.24646782834114	2.4739633416876697e-5	0.9392798473052976	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	216	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	217	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	217.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	218	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	218.1	NA	0.22919174669287368	0.21595015468421946	1.2575831533033257	0.2885454914649596	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	218.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	220	NA	-0.21986648979573084	0.6678068706926589	0.8026259495638812	0.7419768311108932	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	221	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	222	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	223	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	224	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	224.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	225	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	225.1	NA	-0.22262358058141304	1.155727545141107	0.8004160847528096	0.8472516057401162	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	225.2	NA	-10.643340891462161	196.96768105607532	2.3859194734588697e-5	0.9569065013762666	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	226	NA	12.244317485599018	196.96768741392208	207797.11740836815	0.9504321574153534	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	227	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	227.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	227.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	227.3	NA	1.926315942533468	1.1558033890870776	6.864175585753109	0.09558467047890316	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	228	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	228.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	229	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	229.1	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	230	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	240	NA	-0.316448634854371	1.156786183760284	0.7287324420464752	0.7844239687521928	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	241	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	241.1	NA	0.12291714234541845	0.868382455766786	1.1307907223986413	0.887437641313879	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	241.2	NA	0.5702928666934574	0.6073977652092578	1.76878499379857	0.3477760829873456	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	242	NA	1.4852084362974092	0.5022428502089182	4.41588574773468	0.0031049504044384627	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	242.1	NA	0.7643252920675626	0.4289734346972452	2.1475449201380936	0.07478929621201669	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	242.2	NA	0.7795100035717787	1.4147804991002044	2.1804036137190024	0.5816501737751796	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	242.3	NA	12.264126493547648	196.96768555018832	211954.41215966034	0.9503520689725677	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	242.31	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	244	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	244.1	NA	0.7525146448624995	0.47409020493125403	2.1223302188023703	0.1124488874177752	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	244.2	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	244.4	NA	0.38454736695574815	0.3628126791496664	1.4689492759590892	0.2891873263107582	logistic	6653	1934	4719	NA	NA	0	
binary_delivery	244.5	NA	NA	NA	NA	NA	NA	6653	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
