outcome	predictor	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note
binary_delivery	071.1	NA	-0.09868872000146411	0.3006130698591876	0.9060246914980068	0.7426912593811882	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	078	NA	-0.5455822802613094	0.2531476306253502	0.5795042511934151	0.03114664832760983	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	079	NA	0.6081399249907553	0.40015422324314504	1.8370112401924055	0.1285703363910827	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	079.1	NA	10.623154599188188	72.46285649217413	41074.98588181513	0.8834466661281697	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	079.2	NA	-10.59227725452448	113.45751723542313	2.510917465465174e-5	0.9256183831562701	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	079.9	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	080	NA	0.5345639172518465	0.42873754351249616	1.7067038158599506	0.21245890903429454	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	081	NA	1.9615061997333822	0.5179977006733102	7.110028126634268	1.5265612239149758e-4	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	081.1	NA	-9.54381353664017	84.47663916381703	7.164311240519467e-5	0.9100497632567548	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	081.11	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	081.12	NA	-8.543893763955158	72.46286208153747	1.9473054724963694e-4	0.9061411817985517	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	090	NA	-0.06113593600303441	1.1578496807757195	0.9406953567173856	0.9578902479564476	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	090.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	090.3	NA	0.2577519442461953	1.2260561415812044	1.2940177902510188	0.8334893363408442	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	110	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	110.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	110.11	NA	-1.373426582134352	1.0406828002575335	0.2532377312765242	0.18692316774222847	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	110.12	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	110.13	NA	-8.57462979425243	72.46285694617922	1.888363493867816e-4	0.9058050951484206	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	110.2	NA	-8.491270462580907	72.46285895760961	2.0525232899539633e-4	0.9067166209379773	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	112	NA	0.4392069554115469	0.2835401039679109	1.5514763405892915	0.12137889316885142	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	112.3	NA	10.335436709028725	72.4628660923267	30805.136022243874	0.8865817696731172	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	117	NA	2.3749275791418474	1.1215860309262309	10.750234616668083	0.03421976664767511	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	117.1	NA	-10.483154090246522	98.34770573019854	2.8004255134483047e-5	0.9151120569225197	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	117.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	117.3	NA	-8.391481324253192	72.46286471746384	2.2679107828476062e-4	0.9078079706645645	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	117.4	NA	10.29379802153415	72.46286194720123	29548.788436420207	0.8870356231554652	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	130	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	130.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	131	NA	1.2730292592807901	0.9137649233913807	3.571655662462051	0.16356859415778707	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	132	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	132.1	NA	10.494892754419608	72.46285648108717	36130.503304446895	0.884844035723143	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	133	NA	-8.325973346972255	72.46286336581375	2.4214511882407166e-4	0.9085244906931227	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	134	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	134.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	136	NA	-9.749980167717863	84.26727509655059	5.829581985855126e-5	0.9078878943583912	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	145	NA	0.375751679855277	1.2268330823439157	1.4560855135087027	0.7593931763093532	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	145.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	145.2	NA	1.0388468102557393	1.4173766573394093	2.8259562707956927	0.4635972787308417	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	145.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	145.5	NA	-8.397713137826988	72.46286184902338	2.2538215320360192e-4	0.9077398077807771	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	149	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.1	NA	1.020892288214029	1.0006458848665534	2.775670357274506	0.30761781157349505	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	149.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.4	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	149.5	NA	-9.465686890273204	84.42295218422784	7.746480217345223e-5	0.9107265176027859	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	149.9	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	150	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	151	NA	10.551987308273903	72.46286025248301	38253.38408967654	0.8842219712663513	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	153	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	153.2	NA	2.277076312502627	0.8041889793297415	9.748138195837857	0.004632749225975259	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	153.3	NA	1.9945848546641676	0.8379965066054199	7.349151428568114	0.01730405255728682	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	155	NA	-8.513796965535775	72.46286439852528	2.006803999180003e-4	0.9064702914530984	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	155.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	157	NA	0.3214739228914152	1.2258935862705478	1.379159041077122	0.7931391906143659	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	158	NA	0.34108889579138235	1.2262938231208709	1.4064782653034698	0.7809001765117735	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	159	NA	-8.666837548131832	72.46285684797124	1.7220282717505126e-4	0.9047969600632347	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	159.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	159.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	159.4	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	164	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	165	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	165.1	NA	-0.12334102924089158	1.1554700303700494	0.8839621542097339	0.9149910202008512	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	170.1	NA	0.8991123012582983	1.0029821832884487	2.457420693378162	0.370018369311544	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	170.2	NA	-0.29589484901993135	0.803570869507664	0.7438656421092706	0.7127055025459703	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	172	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	172.1	NA	-0.12460255843821051	0.573030584257429	0.8828477132405826	0.8278616697474825	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	172.11	NA	-0.006456277037931385	0.5798126108359705	0.9935645199375821	0.9911156514690529	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	172.2	NA	-0.038592936003468914	0.3651627373615991	0.9621422829260853	0.9158307346661285	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	172.21	NA	-0.007271531387009141	0.8171264531829003	0.992754842233094	0.9928997941135828	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	172.22	NA	10.474949256955638	72.46285692546651	35417.07250280526	0.885061346406226	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	172.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	173	NA	-0.25995090209118166	0.2531306988407594	0.7710894437533858	0.30444711362395505	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	174	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	174.1	NA	-0.7510698466382643	1.0819875116747846	0.4718614632048833	0.48758338388145545	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	174.11	NA	-0.07184379339033295	0.34753386308049994	0.9306762622409338	0.8362249565718367	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	174.2	NA	0.3604705095431299	1.2282826373891895	1.4340039684079067	0.769158942419406	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	174.3	NA	0.46401397459958943	1.2255348266626729	1.590445196119526	0.7049688691500942	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	175	NA	0.058491298101970755	0.5225487878834705	1.0602357595909881	0.9108752491793677	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	180.1	NA	0.9070315369835003	1.4259115814445797	2.4769588486435756	0.5247070496016707	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	180.3	NA	-0.28091933891729315	0.13285061014696165	0.7550892393394748	0.03446826682882019	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	182	NA	11.640249705881294	84.46074641616312	113578.52261206487	0.8903838973770378	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	184	NA	-10.578434044742755	113.15784938839656	2.545918325864947e-5	0.9255191609018102	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	184.1	NA	1.0904227891085525	1.0011871457303265	2.9755318291109445	0.27609663562998316	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	184.11	NA	1.0749711810831555	0.8173937270721103	2.9299084625286578	0.18846943507185562	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	184.2	NA	0.29795921742296544	0.8677216789851577	1.347106848270459	0.7313117823947903	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	185	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	187	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	187.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.1	NA	10.47090292751523	72.462862991732365	35274.05290698034	0.8851054469620306	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	189.11	NA	0.9214087905398642	0.8169663793691551	2.5128279457519165	0.25938675805826295	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	189.12	NA	-8.62181605048381	72.46285629635658	1.8013282717064155e-4	0.9052891737808701	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	189.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.21	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	189.4	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	190	NA	0.3012964969681141	1.2283795239866242	1.3516100304096514	0.8062399092384764	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	191	NA	0.0693128577526308	0.6935869354817076	1.0717714687143702	0.9203967909552563	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	191.1	NA	-8.61893161123771	72.46285840769099	1.8065315943948906e-4	0.9053207129846871	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	191.11	NA	-0.8414364593947838	1.083009207995896	0.4310908339777964	0.43719238051845266	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	193	NA	0.4598797738804177	0.29432675484542126	1.5838835493740318	0.11817486906534543	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	194	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	195	NA	0.09852770246072716	0.8374678289976926	1.1035449748822779	0.9063453525002938	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	195.1	NA	1.400168175070437	0.9150727894827915	4.055882007734264	0.12598784035830055	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	195.3	NA	1.382308635218283	0.9143514465648367	3.9840888262459986	0.13058694299251883	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	196	NA	1.01969801112532	1.0050683917557144	2.772357416439442	0.3103175964773899	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	197	NA	0.6517241529517652	0.2307423627190918	1.9188463631928587	0.004735934797092058	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198	NA	0.5971868129462252	0.6464959120003653	1.8170000427579918	0.3556275979566225	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.1	NA	1.0662886165992387	0.42741784547939765	2.9045794628301294	0.012605591761224779	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.2	NA	0.6914761315021403	0.7651093864582074	1.9966606927345778	0.36612207138803016	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.3	NA	11.590796730611082	84.4584658583432	108098.34899955477	0.8908437442097736	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.4	NA	0.6581431667681646	0.6467859058665434	1.9312030810525231	0.30888732497714466	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.5	NA	0.31463467253055966	1.2257759259442857	1.3697588090195674	0.7974242325582417	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.6	NA	-0.21607905610840195	0.8025924025173502	0.8056716060939149	0.787755472569821	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	198.7	NA	-8.44826123695714	72.46286044181599	2.1427266103447496e-4	0.9071869711150119	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	199	NA	0.6848245581572816	0.3657976129564349	1.9834238294791051	0.06118715602830365	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	199.4	NA	-0.22778693057037502	1.1584065051678074	0.7962939076501472	0.8441107015798863	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	200	NA	0.550054811281627	0.9159023431114431	1.7333480222903217	0.5481327228835196	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	200.1	NA	1.1115291552173923	1.4214051508231784	3.03900194885886	0.43421857286758736	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	201	NA	0.03209741292249608	0.5272193750818036	1.0326180907519202	0.9514543283863316	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	202	NA	-0.6104949679925149	1.121108159163704	0.5430819943332876	0.5860658001894209	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	202.2	NA	1.0407438525656525	0.4385493740554243	2.831322317607012	0.017637055528774086	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	202.21	NA	0.9323028913382947	1.4162609643799433	2.540352602653813	0.5103552223270997	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	202.22	NA	1.1442218201816567	1.414507005079067	3.1399969236226006	0.418561646483107	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	202.23	NA	-8.915769505895513	72.46286687878415	1.3425501012624647e-4	0.9020760967161814	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	202.24	NA	1.1442218201816567	1.414507005079067	3.1399969236226006	0.418561646483107	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204	NA	1.0687694121188898	1.4150588580946855	2.9117940758376997	0.450079403287514	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.1	NA	10.197100363820187	72.46286964387245	26825.289612881923	0.8880897780043558	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.11	NA	1.7659940119963695	0.8401983076166281	5.8473818379555915	0.035563998211740264	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.12	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	204.2	NA	-0.044629816332923684	1.156049304524042	0.9563514419977344	0.9692049482966587	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.21	NA	1.030202913950629	0.8173888684693105	2.8016342677031125	0.2075401068941294	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.22	NA	1.123775927011413	1.0011382390611785	3.076448745361667	0.2616506488059466	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.3	NA	0.9129539522611508	1.4170951203440763	2.491671953123113	0.5194177153828349	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	204.4	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	208	NA	-0.504665434589983	0.7757289885899296	0.6037075212974986	0.5153245787272905	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	209	NA	-8.612270225106199	72.46287073985084	1.8186057696273288e-4	0.9053935605539342	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	210	NA	1.5576796642490573	1.2251741568369343	4.747791982814676	0.20358834419354963	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	211	NA	0.14667949573879224	0.8379931068981569	1.1579827651371482	0.8610508453387826	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	212	NA	-9.398719766778754	84.38181783543521	8.283003947474542e-5	0.9113124546063405	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	213	NA	1.3713397772744056	0.9195391836042752	3.9406267224604035	0.13587390412789807	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	214	NA	-9.3715992727969	84.34564162916664	8.510716994197081e-5	0.9115295417642223	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	214.1	NA	-10.36768716446223	98.40855509606055	3.143190291443059e-5	0.9160953005421262	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	215	NA	-8.526906691182402	72.46286180288672	1.9806670477895034e-4	0.9063269320799271	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	216	NA	-0.501781772663469	0.19596933649965878	0.6054509221726726	0.010451815371247071	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	216.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	217	NA	-10.855259059573168	113.34531814120706	1.9302825774714307e-5	0.9237019974728122	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	217.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	218	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	218.1	NA	0.16407238526407225	0.24553011208509512	1.1782996035338298	0.5039821134682855	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	218.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	220	NA	-1.8471518369419642	1.0218759804663384	0.15768564176450756	0.07066743475691804	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	221	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	222	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	223	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	224	NA	0.2976464563166804	1.2266189473320264	1.346685591522107	0.8082718899706084	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	224.1	NA	-9.487162596205172	84.47121836388548	7.581892728127726e-5	0.9105757352863627	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	225	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	225.1	NA	0.3853348477133456	0.5605334857546125	1.4701065008341523	0.49180357847804457	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	225.2	NA	-8.56185238213695	72.46285618378121	1.912646700344414e-4	0.9059448054448058	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	226	NA	0.839928914630629	1.4144899239867257	2.3162023228312614	0.5526436201724835	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	227	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	227.1	NA	1.0111343752510014	1.4190994868233269	2.7487173240552254	0.47614387415433373	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	227.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	227.3	NA	0.4422381449839548	0.628368737952651	1.5561862942696671	0.48156503820416974	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	228	NA	-8.964956477370409	72.46287663407955	1.2781118792920602e-4	0.9015386214353001	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	228.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	229	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	229.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
